"Simone";"CDRD*1000"
22067486;22428489.861
22402648;22786171.977
22733384;23169692.031
22950576;23554992.266
23180294;23749911.591
23360330;23854780.507
23314860;23877905.051
23103132;23680570.301
22958248;23591407.541
22901754;23489252.614
22814044;23369543.779
22730994;23220430.973
22664742;23130149.105
22634504;23068682.458
22618100;23101422.14
22626292;23002741.775
22585468;22958235.473
22506666;22930228.843
22464742;22868343.145
22403636;22758366.894
22173620;22643008.841
22176234;22249258.732
22114154;21887821.124
22266264;21869797.903
22550826;22146905.435
22892534;22468634.94
23263740;22778311.805
23640412;23056012.539
23840782;23330253.859
23950248;23511518.339
23987298;23517727.815
23818508;23399844.571
23744316;23232433.423
23654678;23128445.542
23554386;23008431.909
23493194;22887219.303
23372400;22812002.373
23351948;22801471.935
23299778;22807507.1
23338764;22843426.261
23201424;22877850.375
23171688;22943959.538
23116778;22814418.91
23016868;22683905.878
22906254;22539228.102
22420312;22420827.609
22089024;22324162.183
22068604;24467962.417
22326430;24641901.523
22623190;24748280.847
22913922;24894941.467
23181582;25089118.501
23451176;25285784.077
23629632;25486301.366
23643156;25665492.735
23556526;25839813.245
23392376;25957523.755
23279748;25797417.388
23184006;25538019.76
23089346;25256099.816
23132540;24987384.765
23044830;24755725.216
23044998;24589466.007
23082170;24424473.772
23115038;24225114.917
23066786;24061606.06
22984506;23875176.735
22863768;23657318.209
22739006;23479796.879
22615894;23339356.014
22517004;23293514.617
22492684;23287823.418
22533978;23365552.46
22840916;23510424.841
23193128;23703976.468
23518876;23918361.088
23842872;24129985.43
24116954;24323608.007
24323152;24475133.729
24413680;24604938.486
24471500;24735018.158
24455740;24835020.32
24439336;24893204.822
24433902;24902998.425
24473170;24672687.199
24554606;24441967.986
24583648;24270646.441
24586868;24118187.825
24598342;23976047.872
24601554;23840801.234
24577802;23660274.327
24538490;23447414.141
24502100;23230751.677
24477306;23032414.889
24481504;22864732.539
24514768;22737224.594
24588916;22932418.575
24686224;23236654.611
24819150;23525705.283
25003234;23800668.09
25191258;24044951.738
25383144;24202733.875
25557492;24258365.068
25724674;24220508.789
25847996;24172308.114
25715330;24164238.352
25469352;24210691.452
25198576;24274979.637
24934090;24173574.227
24714334;24036176.834
24550934;23920702.327
24399132;23816173.646
24205430;23701194.059
24048122;23603466.749
23872476;23439296.912
23663490;23248426.131
23488024;23081829.938
23354346;22992150.88
23306550;22981013.776
23299646;23031705.375
23361884;23307027.815
23497576;23540245.188
23681224;23778138.565
23885866;24000214.506
24085066;24220277.928
24267314;24406266.667
24417672;24456001.698
24544410;24405529.438
24667366;24301922.477
24766632;24219128.493
24824460;24126756.069
24839720;24044539.505
24646030;23983336.471
24417520;23546523.312
24255168;23172658.418
24109590;23131168.495
23978126;23079613.4
23851210;23051804.462
23681910;22962188.659
23479874;22821465.432
23276186;22654183.883
23085150;22533728.723
22918832;22492362.949
22798366;22304013.656
22995992;22356149.177
23268324;22697285.072
23534318;23065432.942
23794178;23407914.682
24025694;23750011.041
24181482;24028495.766
24239302;24238790.49
24208326;24326408.68
24160098;24382748.395
24149962;24366502.638
24194420;24355237.818
24259782;24353910.213
24169364;24399756.336
24041912;24488867.621
23929940;24513714.945
23828914;24519779.98
23721556;24534951.735
23629024;24537687.482
23481602;24514747.238
23301538;24479233.277
23140362;24443217.291
23053382;24420250.3
23038914;24429363.155
23080212;22803534.67
23281244;23014806.083
23502058;23270643.607
23724356;23529827.223
23932418;23781945.067
24141206;24035734.763
24320890;24274862.263
24378640;24465647.079
24342816;24346646.939
24248006;24229180.066
24172690;24161228.224
24084966;24116923.141
24008758;24061374.546
23957574;23969936.283
23572102;23885372.073
23204156;23811568.25
23161900;23733793.885
23116492;23669222.386
23092428;23598534.06
23016484;23502208.902
22887150;23389043.91
22729574;23267377.614
22614366;23172176.771
22570308;23107565.272
22621064;22533466.516
22819864;22660875.945
23041776;22883157.175
23253902;23099119.574
23503784;23352661.023
23739456;23589299.772
23932826;23780121.428
24050056;23888517.678
24086388;23914094.66
24083442;23903657.522
24084266;23900687.266
24086290;23901029.634
24111240;23954773.456
24185992;24024880.438
24231626;24069204.207
24248334;24084898.468
24269160;24104436.067
24311362;24149278.715
24361860;24198497.712
24365392;24196940.095
24331154;24158120.34
24268344;24091846.473
24246770;24070519.728
24288562;24115712.823
24333490;24160868.982
24451026;24235582.025
24588278;24375557.978
24759362;24550579.213
24966190;24764340.014
25184286;24982100.756
25364802;25161635.233
25482342;25271955.288
25480462;25262702.159
25465794;25247063.115
25448252;25229351.186
25453866;25236254.361
25472000;25257369.969
25500144;25288645.76
25520728;25308668.192
25555416;25346387.701
25668454;25458041.869
25781486;25560166.327
25849510;25629973.876
25910568;25685780.804
25901810;25674820.355
25832822;25609005.677
25779044;25559836.53
25767426;25553058.365
25752280;25543268.02
25843094;25640332.12
25967986;25772089.637
26069666;25877436.093
26184598;25995263.838
26300956;26113322.669
26387014;26201470.086
26382174;26187773.702
26301024;26095706.703
26155632;25944216.127
26034994;25821702.155
25926972;25708517.164
25804616;25586105.56
25692370;25472988.847
25595796;25371603.308
25505810;25284048.575
25452390;25234335.104
25383836;25163154.867
25320732;25101012.432
25256152;25031676.171
25177094;24948974.562
24977478;24733702.012
24702382;24457553.264
24478712;24231775.05
24279582;24030586.988
24204302;23961541.44
24209292;23978197.346
24231244;24011292.573
24247968;24040325.234
24270564;24072061.373
24295036;24104442.504
24318056;24134624.019
24304930;24122566.486
24234176;24045438.706
24074148;23876153.449
23878632;23676265.467
23718034;23511616.378
23549036;23340078.79
23397876;23190815.755
23257804;23046300.669
23135684;22926350.581
22967328;22756995.191
22797304;22581367.196
22629520;22407937.771
22468036;22247397.248
22249710;22021812.804
22021158;21799481.305
21844004;21629995.056
21786224;21582214.568
21957914;21783641.681
22217056;22050000.937
22520404;22363074.4
22853354;22709618.07
23155874;23027061.351
23403070;23299591.496
23639276;23551540.868
23867202;23793533.876
24069448;23999017.885
24240800;24175731.347
24358026;24297903.18
24443740;24388059.712
24541996;24493541.988
24667504;24629959.973
24823110;24790443.788
24993854;24972437.973
25168750;25149273.963
25269322;25251254.155
25356990;25338866.379
25417936;25398318.75
25469552;25449496.34
25541016;25523986.534
25648656;25636297.892
25770934;25766783.127
25799202;25906592.068
25823432;25931315.669
25853490;25961646.772
25832166;25938369.974
25818424;25924851.116
25886600;26001353.613
25880290;25990247.227
25785248;25884727.829
25653628;25747830.924
25572824;25666811.155
25526608;25617819.803
25465968;25553592.242
25442452;25529285.663
25438070;25523551.571
25432708;25519944.984
25446838;25541034.264
25508076;25600896.055
25550868;25639883.816
25551076;25633146.6
25509538;25585582.926
25459354;25535320.64
25468962;25551764.363
25545014;25636188.327
25674236;25775152.274
25856124;26040317.656
26035476;26231450.316
26207852;26415090.219
26367954;26583976.052
26522964;26747881.378
26669708;26900898.677
26763318;26991518.803
26729626;26944876.421
26632138;26838443.401
26548398;26751370.232
26481092;26678733.635
26402472;26597733.711
26333028;26526842.316
26282052;26476348.493
26241738;26434489.949
26210652;26400038.717
26154354;26342280.869
26078522;26267181.195
25993586;26173150.247
25882418;26054996.51
25754752;25921056.903
25630192;25789092.49
25539542;25695475.625
25498360;25655540.655
25573072;25689985.255
25768114;25902397.814
25970658;26120380.772
26183904;26346926.714
26384116;26554052.306
26545338;26721995.802
26611804;26781073.231
26583490;26743721.286
26505086;26661491.656
26453794;26613088.448
26358304;26508552.017
26243450;26377934.701
26164300;26300734.61
26091688;26221717.724
25998916;26127396.639
25908244;26034749.969
25761234;25881101.209
25616226;25729834.273
25439078;25544083.28
25253314;25350099.239
25054786;25142275.092
24889310;24970434.001
24728726;24816310.739
24617084;24702429.685
24560592;24708479.584
24655602;24818064.37
24774302;24943056.292
24885492;25061582.691
24965892;25146648.932
25039466;25223374.455
25039420;25234441.19
24956188;25134277.621
24842148;25001262.045
24748962;24905488.248
24678302;24830904.818
24623112;24774193.802
24614882;24771975.288
24668162;24829727.248
24707872;24872379.257
24767252;24944154.688
24824410;24996432.801
24895138;25071992.937
24910768;25078974.377
24865948;25030631.612
24818022;24978604.645
24794554;24956844.058
24846488;25016856.58
24907030;25087839.888
25071636;25292642.218
25274418;25504646.412
25484500;25731236.055
25705566;25967220.366
25893788;26157758.251
26037290;26300082.261
26010742;26256206.872
25835288;26038393.029
25632420;25819436.669
25469732;25648316.395
25349564;25532022.549
25214604;25389327.478
25073910;25246035.423
24943832;25106590.324
24847832;25003352.677
24775982;24929661.636
24680372;24830226.466
24627686;24768264.014
24528626;24658684.578
24410060;24531573.18
24286550;24399712.615
24198266;24309258.773
24144138;24253957.333
24069984;24175031.324
24024160;24115184.488
24150158;24270631.935
24330144;24466722.668
24539476;24692309.589
24743320;24912889.707
24934374;25110905.849
25110212;25295331.768
25242568;25433517.839
25322048;25508635.163
25348882;25532364.551
25296256;25471049.923
25247622;25418285.176
25182012;25343314.759
25149506;25313434.423
25145310;25308165.075
25141716;25308448.175
25136358;25297591.941
25109102;25269103.515
25046796;25199932.313
24954410;25103728.8
24883920;25031745.046
24878398;25029130.558
24908150;25063132.577
24958872;25122990.537
25210072;25352542.097
25476492;25634739.925
25738246;25913588.26
25996552;26185325.893
26252904;26456010.448
26496026;26711795.391
26725182;26955825.024
26964534;27204552.51
27166786;27415310.254
27358588;27616020.336
27311528;27539928.43
27237422;27455505.034
27112688;27315399.983
26981822;27177823.904
26893830;27084372.658
26815496;27000234.178
26749168;26928918.132
26680950;26854687.484
26598962;26766343.258
26500076;26657646.548
26393062;26542039.532
26260256;26403397.779
26153520;26292533.325
26062314;26198618.031
25981624;26165792.446
26186622;26400250.787
26391930;26619641.983
26557548;26800990.459
