"Simone";"CDRD*1000"
24,443,970;23,746,012.700
24,709,766;23,877,373.196
24,944,512;24,022,923.117
25,012,712;24,151,006.969
24,922,308;24,218,904.539
24,778,476;24,239,762.753
24,628,388;24,220,223.475
24,507,354;24,184,387.754
24,390,938;24,127,053.927
24,298,316;24,054,673.913
24,221,678;24,017,253.792
24,142,076;24,012,996.407
24,079,306;24,015,210.916
23,998,928;23,985,672.783
23,886,842;23,918,332.431
23,740,894;23,782,529.060
23,570,734;23,618,685.831
23,388,816;23,458,465.146
23,274,102;23,330,459.359
23,259,162;23,264,079.376
23,296,728;23,256,389.870
23,346,736;23,266,894.971
23,472,558;23,306,869.115
23,596,390;23,384,430.528
23,714,466;23,476,180.112
23,840,212;23,563,578.741
23,982,132;23,654,261.833
24,107,472;23,734,914.091
24,178,634;23,820,645.199
24,200,558;23,880,878.728
24,182,110;23,894,460.666
24,149,396;23,892,966.685
24,095,000;23,884,036.346
24,029,640;23,895,467.161
23,993,206;23,883,589.296
23,985,326;23,911,196.286
23,988,000;23,969,153.117
23,960,146;24,030,933.173
23,899,260;24,081,956.337
23,770,364;23,994,125.078
23,613,378;23,826,842.530
23,458,072;23,662,285.346
23,326,174;23,522,134.828
23,255,266;23,417,273.720
23,247,786;23,341,978.468
23,255,718;23,614,987.493
23,289,122;23,972,881.987
23,362,028;24,314,458.115
23,447,406;24,607,654.675
23,530,066;24,870,717.564
23,614,800;25,096,543.593
23,693,554;25,201,885.284
23,775,884;24,983,059.559
23,838,794;24,727,912.167
23,858,194;24,477,839.086
23,860,584;24,286,535.495
23,852,166;24,063,611.175
23,863,408;23,875,885.131
23,853,590;23,711,632.677
23,878,600;23,527,817.688
23,933,960;23,364,527.489
23,996,384;23,194,583.817
24,045,618;22,994,006.313
23,975,160;22,745,278.783
23,820,496;22,460,113.181
23,668,788;22,161,962.633
23,533,736;21,926,486.148
23,434,062;21,762,089.565
23,349,938;21,699,641.568
23,584,530;21,791,554.754
23,911,620;22,021,077.307
24,234,736;22,252,294.241
24,512,508;22,467,577.602
24,764,282;22,676,295.289
24,979,038;22,838,447.015
25,086,550;22,916,073.726
24,908,126;22,882,079.018
24,667,456;22,888,658.577
24,429,504;22,910,387.647
24,249,908;22,963,996.095
24,044,140;23,000,157.751
23,868,090;23,043,628.545
23,709,548;23,097,512.637
23,535,610;23,157,545.747
23,384,452;23,130,304.699
23,210,554;23,092,651.463
23,021,064;23,054,640.631
22,782,318;22,969,396.384
22,506,662;22,853,278.730
22,219,978;22,710,838.111
21,989,114;22,545,202.903
21,827,284;22,480,634.719
21,760,110;22,453,136.939
21,825,396;22,514,796.371
22,040,510;22,637,245.485
22,261,204;22,756,393.786
22,464,204;22,883,432.596
22,661,120;22,997,732.031
22,811,484;23,088,442.648
22,890,360;23,071,440.782
22,860,882;22,908,732.285
22,872,024;22,721,590.325
22,900,672;22,508,393.922
22,953,190;22,331,965.170
22,987,748;22,160,043.925
23,027,906;21,982,506.461
23,079,742;21,949,222.993
23,136,086;22,005,423.678
23,121,080;22,101,132.794
23,086,006;22,132,760.416
23,052,484;22,154,492.454
22,973,892;22,306,704.837
22,867,856;22,438,168.172
22,734,032;22,566,246.469
22,577,800;22,715,311.302
22,508,132;22,911,199.267
22,477,822;23,164,014.015
22,533,330;23,493,192.747
22,651,072;23,841,613.370
22,766,636;24,192,394.167
22,888,218;24,571,810.689
23,001,340;24,815,122.048
23,094,614;25,003,167.331
23,097,406;25,030,778.105
23,097,406;24,918,321.440
22,782,810;24,815,623.688
22,782,810;24,760,803.579
22,390,022;24,665,086.350
22,221,000;24,609,161.613
22,050,806;24,593,971.553
22,006,774;24,343,679.479
22,048,604;24,117,287.213
22,134,704;23,919,457.554
22,161,458;23,681,546.074
22,176,722;23,470,192.332
22,299,634;23,217,195.070
22,422,512;22,909,857.742
22,543,286;22,593,363.783
22,681,124;22,320,563.264
22,864,508;22,077,852.811
23,092,474;21,942,957.846
23,383,652;22,116,531.365
23,706,624;22,357,113.346
24,039,124;22,570,159.838
24,395,676;22,781,008.406
24,637,154;22,987,695.018
24,828,638;23,145,692.677
24,872,368;23,175,447.009
24,775,346;23,049,671.637
24,679,508;22,961,622.042
24,626,300;22,838,594.597
24,533,664;22,760,222.241
24,481,702;22,691,085.652
24,467,842;22,578,135.436
24,248,576;22,386,489.848
24,035,328;22,395,159.658
23,859,062;22,422,895.103
23,639,428;22,457,293.345
23,438,332;22,478,696.255
23,201,622;22,444,406.638
22,911,770;22,376,214.062
22,609,376;22,316,744.618
22,341,580;22,306,827.922
22,106,422;22,321,519.554
21,966,538;22,372,690.021
22,111,998;22,474,561.845
22,326,190;22,577,826.614
22,518,260;22,697,803.671
22,719,430;22,807,224.703
22,923,944;22,922,838.066
23,077,724;23,031,512.934
23,105,820;23,122,923.889
23,015,826;23,213,582.180
22,913,882;23,296,531.043
22,792,268;23,337,544.500
22,713,528;23,378,552.253
22,649,782;23,428,356.546
22,583,392;23,477,271.567
22,373,192;23,559,672.210
22,374,570;23,684,828.174
22,395,968;23,815,519.755
22,424,690;23,811,435.335
22,442,146;23,776,543.102
22,407,752;23,696,154.144
22,338,890;23,574,414.613
22,278,632;23,457,456.843
22,264,688;23,378,973.425
22,281,010;23,332,749.545
22,326,646;23,258,322.149
22,407,834;23,253,614.645
22,505,704;23,240,828.565
22,624,758;23,246,898.088
22,733,860;23,261,492.235
22,849,012;23,295,724.256
22,957,450;23,308,337.974
23,047,122;23,262,396.144
23,135,704;23,280,520.750
23,218,796;23,314,475.511
23,249,798;23,274,895.086
23,276,994;23,187,439.942
23,329,964;23,136,972.150
23,376,024;23,176,779.229
23,451,868;23,247,610.361
23,569,618;23,354,006.551
23,692,906;23,464,410.295
23,699,458;23,566,192.144
23,675,350;23,633,744.066
23,608,264;23,654,899.676
23,494,152;23,652,757.836
23,385,720;23,647,821.808
23,309,980;23,659,155.308
23,263,616;23,693,305.608
23,197,064;23,721,814.683
23,162,680;23,443,795.513
23,149,206;23,271,822.059
23,151,258;23,126,263.854
23,162,936;22,974,070.513
23,193,440;22,810,008.382
23,206,852;22,584,767.563
23,162,050;22,251,703.388
23,177,294;21,825,829.302
23,210,318;21,375,273.289
23,178,510;21,156,666.236
23,099,294;21,010,681.392
23,054,542;20,974,762.863
23,084,012;21,067,150.602
23,145,960;21,179,743.444
23,238,906;21,314,661.015
23,337,250;21,411,455.164
23,429,194;21,486,591.754
23,490,190;21,391,062.080
23,512,784;21,263,939.808
23,513,240;21,027,307.047
23,508,434;21,180,986.240
23,517,184;21,336,504.430
23,549,850;21,562,557.056
23,575,894;21,782,426.416
23,363,130;21,979,487.361
23,210,774;22,333,335.844
23,081,582;22,676,096.213
22,939,350;22,891,127.020
22,789,678;23,124,969.351
22,581,342;23,305,471.846
22,274,690;23,220,494.652
21,879,034;22,987,316.937
21,454,612;22,830,935.793
21,224,538;22,757,738.405
21,102,916;22,649,124.412
21,094,368;22,502,518.450
21,169,328;22,438,350.156
21,285,728;22,404,265.145
21,417,914;22,389,869.884
21,522,310;22,400,184.318
21,603,310;22,348,114.339
21,524,902;22,268,769.969
21,403,480;22,217,204.789
21,083,148;22,137,448.347
21,174,132;22,113,352.632
21,362,742;22,001,224.280
21,570,370;21,942,797.584
21,779,124;22,109,749.413
22,067,486;22,428,489.861
22,402,648;22,786,171.977
22,733,384;23,169,692.031
22,950,576;23,554,992.266
23,180,294;23,749,911.591
23,360,330;23,854,780.507
23,314,860;23,877,905.051
23,103,132;23,680,570.301
22,958,248;23,591,407.541
22,901,754;23,489,252.614
22,814,044;23,369,543.779
22,730,994;23,220,430.973
22,664,742;23,130,149.105
22,634,504;23,068,682.458
22,618,100;23,101,422.140
22,626,292;23,002,741.775
22,585,468;22,958,235.473
22,506,666;22,930,228.843
22,464,742;22,868,343.145
22,403,636;22,758,366.894
22,173,620;22,643,008.841
22,176,234;22,249,258.732
22,114,154;21,887,821.124
22,266,264;21,869,797.903
22,550,826;22,146,905.435
22,892,534;22,468,634.940
23,263,740;22,778,311.805
23,640,412;23,056,012.539
23,840,782;23,330,253.859
23,950,248;23,511,518.339
23,987,298;23,517,727.815
23,818,508;23,399,844.571
23,744,316;23,232,433.423
23,654,678;23,128,445.542
23,554,386;23,008,431.909
23,493,194;22,887,219.303
23,372,400;22,812,002.373
23,351,948;22,801,471.935
23,299,778;22,807,507.100
23,338,764;22,843,426.261
23,201,424;22,877,850.375
23,171,688;22,943,959.538
23,116,778;22,814,418.910
23,016,868;22,683,905.878
22,906,254;22,539,228.102
22,420,312;22,420,827.609
22,089,024;22,324,162.183
22,068,604;24,467,962.417
22,326,430;24,641,901.523
22,623,190;24,748,280.847
22,913,922;24,894,941.467
23,181,582;25,089,118.501
23,451,176;25,285,784.077
23,629,632;25,486,301.366
23,643,156;25,665,492.735
23,556,526;25,839,813.245
23,392,376;25,957,523.755
23,279,748;25,797,417.388
23,184,006;25,538,019.760
23,089,346;25,256,099.816
23,132,540;24,987,384.765
23,044,830;24,755,725.216
23,044,998;24,589,466.007
23,082,170;24,424,473.772
23,115,038;24,225,114.917
23,066,786;24,061,606.060
22,984,506;23,875,176.735
22,863,768;23,657,318.209
22,739,006;23,479,796.879
22,615,894;23,339,356.014
22,517,004;23,293,514.617
22,492,684;23,287,823.418
22,533,978;23,365,552.460
22,840,916;23,510,424.841
23,193,128;23,703,976.468
23,518,876;23,918,361.088
23,842,872;24,129,985.430
24,116,954;24,323,608.007
24,323,152;24,475,133.729
24,413,680;24,604,938.486
24,471,500;24,735,018.158
24,455,740;24,835,020.320
24,439,336;24,893,204.822
24,433,902;24,902,998.425
